Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Pathways in cancer	51/530	2.122752e-02	7.728467e-02	0	0	1.384900e+00	5.335266e+00	ALK;FLT3;HHIP;GLI3;RPS6KA5;PDGFRA;MAP2K1;PRKCB;DAPK1;DCC;PRKCA;MITF;RUNX1;TGFBR2;PLCB4;COL4A2;KIT;RARB;COL4A5;PLCB1;CSF1R;CAMK2D;LAMA2;ROCK2;LEF1;CAMK2A;LPAR1;ADCY2;ADCY8;PLD1;RASGRP1;EGFR;GNG2;GNG4;CTNNA3;CTNNA2;CAMK2G;RUNX1T1;SMAD3;LAMB1;IGF1;PTK2;MAPK10;LPAR6;GNAQ;BCL2;GNAS;GNB4;FGFR3;FGFR2;FGFR1
KEGG_2019_Human	Prostate cancer	13/97	2.172831e-02	7.728467e-02	0	0	2.002259e+00	7.666929e+00	PDGFRA;MAP2K1;LEF1;IGF1;EGFR;ZEB1;PDGFD;PDGFC;BCL2;ERG;FGFR2;FGFR1;CREB5
KEGG_2019_Human	Proximal tubule bicarbonate reclamation	5/23	2.177465e-02	7.728467e-02	0	0	3.586544e+00	1.372574e+01	CA2;ATP1A2;ATP1B1;SLC4A4;GLS
KEGG_2019_Human	Synaptic vesicle cycle	11/78	2.364967e-02	8.277385e-02	0	0	2.123077e+00	7.949662e+00	DNM3;SNAP25;UNC13C;SYT1;SLC1A2;CACNA1B;SLC1A3;SLC17A7;SLC6A1;CPLX1;STX1A
KEGG_2019_Human	Fc gamma R-mediated phagocytosis	12/91	2.994323e-02	1.033657e-01	0	0	1.964373e+00	6.891907e+00	VAV3;LYN;MAP2K1;PTPRC;SYK;PRKCB;INPP5D;PRKCA;PIP5K1B;DOCK2;PLD1;WASF1
KEGG_2019_Human	Bile secretion	10/72	3.306756e-02	1.126085e-01	0	0	2.084827e+00	7.107596e+00	CA2;SLCO1A2;GNAS;AQP4;ATP1A2;ADCY2;KCNN2;ATP1B1;ADCY8;SLC4A4
KEGG_2019_Human	Taste transduction	11/83	3.551203e-02	1.193204e-01	0	0	1.975107e+00	6.592677e+00	CHRM3;GABBR2;PDE1C;HTR1F;GABRA5;PDE1A;SCN9A;ADCY8;ASIC2;SCN3A;GRM1
KEGG_2019_Human	Inositol phosphate metabolism	10/74	3.898002e-02	1.292495e-01	0	0	2.019458e+00	6.552546e+00	INPP4B;PLCB4;INPP5D;ITPK1;PIP4K2A;PLCE1;PIP5K1B;PLCH1;SYNJ2;PLCB1
KEGG_2019_Human	Glioma	10/75	4.219296e-02	1.364666e-01	0	0	1.988281e+00	6.293909e+00	PDGFRA;MAP2K1;CAMK2D;CAMK1D;PRKCB;CAMK2A;PRKCA;IGF1;CAMK2G;EGFR
KEGG_2019_Human	Regulation of lipolysis in adipocytes	8/55	4.223966e-02	1.364666e-01	0	0	2.198869e+00	6.958090e+00	NPY;PDE3B;NPY1R;GNAS;PRKG2;ADCY2;ADCY8;PRKG1
KEGG_2019_Human	Chemokine signaling pathway	20/190	5.652113e-02	1.802953e-01	0	0	1.522457e+00	4.374234e+00	LYN;VAV3;CX3CR1;MAP2K1;PRKCB;ROCK2;ADCY2;ADCY8;CXCL14;PTK2;TIAM1;PLCB4;GNG2;GNG4;PARD3;ELMO1;GNB4;PTK2B;DOCK2;PLCB1
KEGG_2019_Human	Cocaine addiction	7/49	6.016907e-02	1.895326e-01	0	0	2.152139e+00	6.048794e+00	GRM3;GRIA2;GRIN2A;GRIN3A;GNAS;GRIN2B;CREB5
KEGG_2019_Human	N-Glycan biosynthesis	7/50	6.581526e-02	2.047586e-01	0	0	2.101975e+00	5.719272e+00	MGAT4C;ST6GAL1;FUT8;ST6GAL2;MAN2A1;MGAT5;STT3B
KEGG_2019_Human	B cell receptor signaling pathway	9/71	6.803798e-02	2.058524e-01	0	0	1.875034e+00	5.039508e+00	VAV3;LYN;PPP3CA;MAP2K1;SYK;PRKCB;INPP5D;BLNK;MALT1
KEGG_2019_Human	Mucin type O-glycan biosynthesis	5/31	6.861747e-02	2.058524e-01	0	0	2.481921e+00	6.649583e+00	GALNT14;GALNT13;GALNT18;GALNTL6;ST3GAL1
KEGG_2019_Human	beta-Alanine metabolism	5/31	6.861747e-02	2.058524e-01	0	0	2.481921e+00	6.649583e+00	GAD1;CARNS1;DPYD;GAD2;CNDP1
KEGG_2019_Human	Bacterial invasion of epithelial cells	9/74	8.368755e-02	2.481090e-01	0	0	1.788204e+00	4.435935e+00	DNM3;ARHGAP10;GAB1;ELMO1;CTNNA3;CTNNA2;WASF1;DOCK1;PTK2
KEGG_2019_Human	Type I diabetes mellitus	6/43	8.619986e-02	2.515637e-01	0	0	2.093078e+00	5.130317e+00	PTPRN2;GAD1;HLA-B;GAD2;CPE;HLA-E
KEGG_2019_Human	Neurotrophin signaling pathway	13/119	8.684938e-02	2.515637e-01	0	0	1.584807e+00	3.872602e+00	NTRK2;MAP2K1;CAMK2D;NTRK3;CAMK2A;GAB1;IRAK3;MAPK10;RPS6KA5;RPS6KA2;BCL2;CAMK2G;MAP3K5
KEGG_2019_Human	Glycosphingolipid biosynthesis	6/45	1.022650e-01	2.909031e-01	0	0	1.985527e+00	4.527374e+00	FUT9;B3GALT2;B3GALT1;ST6GALNAC3;ST3GAL1;ST6GALNAC5
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	5/35	1.039433e-01	2.909031e-01	0	0	2.150534e+00	4.868614e+00	FOLH1;GAD1;GAD2;GLUL;GLS
KEGG_2019_Human	AGE-RAGE signaling pathway in diabetic complications	11/100	1.050484e-01	2.909031e-01	0	0	1.596370e+00	3.597155e+00	MAPK10;SMAD3;PLCB4;COL4A2;PRKCB;BCL2;PLCE1;COL4A5;PRKCA;PLCB1;TGFBR2
KEGG_2019_Human	HIF-1 signaling pathway	11/100	1.050484e-01	2.909031e-01	0	0	1.596370e+00	3.597155e+00	MAP2K1;TF;CAMK2D;ANGPT1;PRKCB;CAMK2A;BCL2;PRKCA;IGF1;CAMK2G;EGFR
KEGG_2019_Human	Leukocyte transendothelial migration	12/112	1.082345e-01	2.964683e-01	0	0	1.550091e+00	3.446558e+00	VAV3;CLDN11;PRKCB;ROCK2;ACTN1;TXK;PTK2B;PRKCA;CTNNA3;CTNNA2;PTK2;JAM2
KEGG_2019_Human	Nitrogen metabolism	3/17	1.192243e-01	3.230594e-01	0	0	2.763511e+00	5.877293e+00	CA2;CA8;GLUL
KEGG_2019_Human	Chagas disease (American trypanosomiasis)	11/103	1.223794e-01	3.280809e-01	0	0	1.544064e+00	3.243505e+00	GNAO1;MAPK10;SMAD3;GNAL;PLCB4;PPP2R2B;GNAQ;GNAS;CFLAR;PLCB1;TGFBR2
KEGG_2019_Human	African trypanosomiasis	5/37	1.243942e-01	3.299720e-01	0	0	2.015908e+00	4.201756e+00	PLCB4;PRKCB;GNAQ;PRKCA;PLCB1
KEGG_2019_Human	Proteoglycans in cancer	19/201	1.364206e-01	3.581040e-01	0	0	1.349141e+00	2.687505e+00	MAP2K1;CAMK2D;HPSE2;PRKCB;ROCK2;CAMK2A;GAB1;ITPR2;PRKCA;IGF1;ANK1;PTK2;EGFR;TIAM1;ERBB4;PLCE1;COL21A1;CAMK2G;FGFR1
KEGG_2019_Human	Melanoma	8/72	1.455754e-01	3.781960e-01	0	0	1.613311e+00	3.108949e+00	PDGFRA;MAP2K1;PDGFD;PDGFC;MITF;IGF1;EGFR;FGFR1
KEGG_2019_Human	Sphingolipid signaling pathway	12/119	1.490498e-01	3.832709e-01	0	0	1.448134e+00	2.756486e+00	MAPK10;MAP2K1;PLCB4;PRKCB;ROCK2;PPP2R2B;GNAQ;BCL2;PRKCA;PLD1;PLCB1;MAP3K5
KEGG_2019_Human	Mineral absorption	6/51	1.588479e-01	4.043402e-01	0	0	1.720232e+00	3.164897e+00	TF;ATP1A2;ATP2B1;ATP1B1;STEAP2;SLC8A1
KEGG_2019_Human	Endocytosis	22/244	1.636261e-01	4.123377e-01	0	0	1.280606e+00	2.318117e+00	SH3GL3;PDGFRA;SMAD3;WIPF1;IQSEC1;HLA-B;ARAP2;AGAP1;WWP1;PLD1;EGFR;HLA-E;TGFBR2;EPN2;DNM3;DNAJC6;PARD3;PIP5K1B;FGFR3;SH3GL2;FGFR2;HSPA1A
KEGG_2019_Human	Bladder cancer	5/41	1.702203e-01	4.247080e-01	0	0	1.791531e+00	3.172196e+00	MAP2K1;RPS6KA5;DAPK1;FGFR3;EGFR
KEGG_2019_Human	Taurine and hypotaurine metabolism	2/11	1.854537e-01	4.581796e-01	0	0	2.864644e+00	4.826782e+00	GAD1;GAD2
KEGG_2019_Human	Arginine biosynthesis	3/21	1.895312e-01	4.637075e-01	0	0	2.148934e+00	3.574109e+00	NOS1;GLUL;GLS
KEGG_2019_Human	Acute myeloid leukemia	7/66	1.960707e-01	4.705696e-01	0	0	1.530624e+00	2.493816e+00	CSF1R;MAP2K1;FLT3;KIT;LEF1;RUNX1;RUNX1T1
KEGG_2019_Human	Non-small cell lung cancer	7/66	1.960707e-01	4.705696e-01	0	0	1.530624e+00	2.493816e+00	ALK;MAP2K1;PRKCB;RARB;PRKCA;FHIT;EGFR
KEGG_2019_Human	Cardiac muscle contraction	8/78	1.984487e-01	4.717837e-01	0	0	1.474549e+00	2.384677e+00	RYR2;CACNB2;CACNA2D1;CACNA2D3;ATP1A2;CACNA1D;ATP1B1;SLC8A1
KEGG_2019_Human	Human papillomavirus infection	28/330	2.088403e-01	4.918481e-01	0	0	1.197949e+00	1.876210e+00	MAML2;LAMA2;EGFR;RELN;SPP1;TNR;ITGB8;MAGI1;MAP2K1;ITGA1;HLA-B;LAMB1;PTK2;HLA-E;DLG1;DLG2;COL4A2;PPP2R2B;PARD3;ITGA11;COL9A1;GNAS;ITGA8;COL4A5;ITGA7;MAML3;CREB5;ITGA9
KEGG_2019_Human	Fc epsilon RI signaling pathway	7/68	2.169036e-01	5.061084e-01	0	0	1.480280e+00	2.262315e+00	VAV3;LYN;MAPK10;MAP2K1;SYK;INPP5D;PRKCA
KEGG_2019_Human	Prion diseases	4/35	2.429473e-01	5.616764e-01	0	0	1.663681e+00	2.353960e+00	MAP2K1;NCAM1;NCAM2;HSPA1A
KEGG_2019_Human	AMPK signaling pathway	11/120	2.465802e-01	5.648929e-01	0	0	1.302047e+00	1.822954e+00	TBC1D1;SCD;PPP2R2B;SCD5;PRKAG2;IGF1;CD36;PPARGC1A;ADRA1A;PFKP;CREB5
KEGG_2019_Human	Hippo signaling pathway	14/160	2.634554e-01	5.981150e-01	0	0	1.237302e+00	1.650402e+00	CRB1;SMAD3;LEF1;TGFBR2;DLG1;FRMD6;DLG2;DCHS2;PPP2R2B;PARD3;CTNNA3;CTNNA2;BMPR1B;TEAD1
KEGG_2019_Human	Human immunodeficiency virus 1 infection	18/212	2.681641e-01	6.033692e-01	0	0	1.197448e+00	1.576029e+00	MAP2K1;PRKCB;HLA-B;ITPR2;PRKCA;PTK2;HLA-E;GNAO1;MAPK10;PPP3CA;GNG2;GNG4;GNAQ;AP1S2;GNB4;BCL2;PTK2B;B2M
KEGG_2019_Human	Glycerolipid metabolism	6/61	2.751001e-01	6.108769e-01	0	0	1.406703e+00	1.815519e+00	DGKG;DGKD;DGKB;MBOAT2;DGKI;DGKH
KEGG_2019_Human	Arginine and proline metabolism	5/49	2.766948e-01	6.108769e-01	0	0	1.465165e+00	1.882503e+00	CARNS1;NOS1;CKB;SAT1;CNDP1
KEGG_2019_Human	Colorectal cancer	8/86	2.787732e-01	6.108769e-01	0	0	1.322741e+00	1.689612e+00	MAPK10;MAP2K1;SMAD3;DCC;LEF1;BCL2;EGFR;TGFBR2
KEGG_2019_Human	D-Glutamine and D-glutamate metabolism	1/5	3.119717e-01	6.777316e-01	0	0	3.221354e+00	3.752371e+00	GLS
KEGG_2019_Human	FoxO signaling pathway	11/132	3.533769e-01	7.578891e-01	0	0	1.172155e+00	1.219299e+00	MAPK10;MAP2K1;SMAD3;HOMER1;PRKAG2;IGF1;NLK;SGK1;GRM1;EGFR;TGFBR2
KEGG_2019_Human	Small cell lung cancer	8/93	3.548846e-01	7.578891e-01	0	0	1.213349e+00	1.256985e+00	COL4A2;LAMA2;BCL2;RARB;COL4A5;LAMB1;FHIT;PTK2
KEGG_2019_Human	NF-kappa B signaling pathway	8/95	3.771310e-01	7.986304e-01	0	0	1.185328e+00	1.155887e+00	LYN;SYK;PRKCB;BLNK;BCL2;ERC1;CFLAR;MALT1
KEGG_2019_Human	Circadian rhythm	3/31	3.885662e-01	8.159891e-01	0	0	1.380712e+00	1.305176e+00	PRKAG2;RORA;RORB
KEGG_2019_Human	Carbohydrate digestion and absorption	4/44	3.922114e-01	8.168371e-01	0	0	1.288727e+00	1.206189e+00	PRKCB;ATP1A2;CACNA1D;ATP1B1
KEGG_2019_Human	Glycerophospholipid metabolism	8/97	3.994590e-01	8.251120e-01	0	0	1.158566e+00	1.063151e+00	DGKG;DGKD;DGKB;LPCAT2;MBOAT2;PLD1;DGKI;DGKH
KEGG_2019_Human	Endometrial cancer	5/58	4.073379e-01	8.345459e-01	0	0	1.215772e+00	1.091900e+00	MAP2K1;LEF1;CTNNA3;CTNNA2;EGFR
KEGG_2019_Human	Oocyte meiosis	10/125	4.133551e-01	8.375604e-01	0	0	1.120773e+00	9.901449e-01	PPP3CA;MAP2K1;CAMK2D;RPS6KA2;CAMK2A;ITPR2;ADCY2;IGF1;ADCY8;CAMK2G
KEGG_2019_Human	VEGF signaling pathway	5/59	4.218856e-01	8.375604e-01	0	0	1.193194e+00	1.029751e+00	PPP3CA;MAP2K1;PRKCB;PRKCA;PTK2
KEGG_2019_Human	Viral myocarditis	5/59	4.218856e-01	8.375604e-01	0	0	1.193194e+00	1.029751e+00	SGCD;LAMA2;HLA-B;DMD;HLA-E
KEGG_2019_Human	Alcoholism	14/180	4.233105e-01	8.375604e-01	0	0	1.087048e+00	9.344797e-01	NTRK2;MAP2K1;GRIN2B;HDAC9;GNAO1;GRIN2A;GRIN3A;GNG2;GNG4;NPY;GNAS;GNB4;CRH;CREB5
KEGG_2019_Human	Type II diabetes mellitus	4/46	4.254275e-01	8.375604e-01	0	0	1.227226e+00	1.048862e+00	MAPK10;CACNA1B;CACNA1D;CACNA1E
KEGG_2019_Human	Ether lipid metabolism	4/47	4.418674e-01	8.631828e-01	0	0	1.198621e+00	9.789684e-01	UGT8;LPCAT2;ENPP2;PLD1
KEGG_2019_Human	Longevity regulating pathway	8/102	4.551616e-01	8.795124e-01	0	0	1.096643e+00	8.631707e-01	PRKAG2;ADCY2;IGF1;ADCY8;PPARGC1A;CRYAB;CREB5;HSPA1A
KEGG_2019_Human	Pancreatic cancer	6/75	4.572069e-01	8.795124e-01	0	0	1.120436e+00	8.768751e-01	MAPK10;MAP2K1;SMAD3;PLD1;EGFR;TGFBR2
KEGG_2019_Human	Alzheimer disease	13/171	4.621066e-01	8.822035e-01	0	0	1.060229e+00	8.184537e-01	ITPR2;CACNA1D;GRIN2B;RTN4;RYR3;PPP3CA;GRIN2A;PLCB4;GNAQ;APOE;NOS1;PLCB1;SNCA
KEGG_2019_Human	Ovarian steroidogenesis	4/49	4.742940e-01	8.978672e-01	0	0	1.145225e+00	8.542556e-01	GNAS;ADCY2;IGF1;ADCY8
KEGG_2019_Human	Other types of O-glycan biosynthesis	2/22	4.774373e-01	8.978672e-01	0	0	1.288325e+00	9.524877e-01	ST6GAL1;ST6GAL2
KEGG_2019_Human	Sulfur metabolism	1/9	4.898933e-01	9.144675e-01	0	0	1.610330e+00	1.149079e+00	PAPSS2
KEGG_2019_Human	Histidine metabolism	2/23	5.012049e-01	9.287031e-01	0	0	1.226910e+00	8.474764e-01	CARNS1;CNDP1
KEGG_2019_Human	Shigellosis	5/65	5.072188e-01	9.329863e-01	0	0	1.073526e+00	7.287233e-01	MAPK10;ROCK2;ELMO1;WASF1;DOCK1
KEGG_2019_Human	Gastric cancer	11/149	5.118493e-01	9.346814e-01	0	0	1.026812e+00	6.876814e-01	MAP2K1;SMAD3;LEF1;BCL2;GAB1;RARB;CTNNA3;CTNNA2;FGFR2;EGFR;TGFBR2
KEGG_2019_Human	Epithelial cell signaling in Helicobacter pylori infection	5/68	5.479767e-01	9.934541e-01	0	0	1.022240e+00	6.149004e-01	LYN;MAPK10;PTPRZ1;EGFR;JAM2
KEGG_2019_Human	Ferroptosis	3/40	5.577436e-01	9.999950e-01	0	0	1.044356e+00	6.097534e-01	TF;SLC7A11;SAT1
KEGG_2019_Human	Adipocytokine signaling pathway	5/69	5.611996e-01	9.999950e-01	0	0	1.006213e+00	5.812678e-01	MAPK10;NPY;PRKAG2;CD36;PPARGC1A
KEGG_2019_Human	Progesterone-mediated oocyte maturation	7/99	5.765208e-01	9.999950e-01	0	0	9.798451e-01	5.396437e-01	MAPK10;MAP2K1;RPS6KA2;PDE3B;ADCY2;IGF1;ADCY8
KEGG_2019_Human	Biosynthesis of unsaturated fatty acids	2/27	5.890008e-01	9.999950e-01	0	0	1.030382e+00	5.454099e-01	SCD;SCD5
KEGG_2019_Human	T cell receptor signaling pathway	7/101	5.979958e-01	9.999950e-01	0	0	9.588934e-01	4.930358e-01	VAV3;PPP3CA;MAP2K1;DLG1;PTPRC;RASGRP1;MALT1
KEGG_2019_Human	Natural killer cell mediated cytotoxicity	9/131	6.078788e-01	9.999950e-01	0	0	9.497951e-01	4.727887e-01	VAV3;PPP3CA;MAP2K1;SYK;PRKCB;HLA-B;PTK2B;PRKCA;HLA-E
KEGG_2019_Human	Butanoate metabolism	2/28	6.090719e-01	9.999950e-01	0	0	9.906987e-01	4.912072e-01	GAD1;GAD2
KEGG_2019_Human	Vasopressin-regulated water reabsorption	3/44	6.233530e-01	9.999950e-01	0	0	9.422640e-01	4.453538e-01	GNAS;AQP4;CREB5
KEGG_2019_Human	PPAR signaling pathway	5/74	6.241947e-01	9.999950e-01	0	0	9.330467e-01	4.397384e-01	SCD;SCD5;ME1;CD36;SORBS1
KEGG_2019_Human	Glyoxylate and dicarboxylate metabolism	2/30	6.469499e-01	9.999950e-01	0	0	9.198352e-01	4.005758e-01	ACSS1;GLUL
KEGG_2019_Human	Th17 cell differentiation	7/107	6.588442e-01	9.999950e-01	0	0	9.010669e-01	3.759865e-01	MAPK10;PPP3CA;SMAD3;RORA;AHR;RUNX1;TGFBR2
KEGG_2019_Human	Antigen processing and presentation	5/77	6.592656e-01	9.999950e-01	0	0	8.940247e-01	3.724764e-01	CD74;HLA-B;B2M;HLA-E;HSPA1A
KEGG_2019_Human	Hedgehog signaling pathway	3/47	6.679840e-01	9.999950e-01	0	0	8.778765e-01	3.542153e-01	HHIP;BCL2;GLI3
KEGG_2019_Human	Insulin resistance	7/108	6.684251e-01	9.999950e-01	0	0	8.920972e-01	3.593644e-01	MAPK10;PRKCB;RPS6KA2;PRKAG2;CD36;PPARGC1A;CREB5
KEGG_2019_Human	Thiamine metabolism	1/15	6.743938e-01	9.999950e-01	0	0	9.198909e-01	3.623828e-01	AK5
KEGG_2019_Human	Signaling pathways regulating pluripotency of stem cells	9/139	6.781414e-01	9.999950e-01	0	0	8.909594e-01	3.460481e-01	MAP2K1;ZFHX3;SMAD3;ACVR1C;IGF1;BMPR1B;FGFR3;FGFR2;FGFR1
KEGG_2019_Human	Notch signaling pathway	3/48	6.819720e-01	9.999950e-01	0	0	8.583217e-01	3.285369e-01	KAT2B;MAML2;MAML3
KEGG_2019_Human	Osteoclast differentiation	8/127	7.033100e-01	9.999950e-01	0	0	8.650829e-01	3.044725e-01	MAPK10;CSF1R;PPP3CA;MAP2K1;SYK;BLNK;MITF;TGFBR2
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	14/219	7.172650e-01	9.999950e-01	0	0	8.783769e-01	2.918933e-01	NRP1;MAP2K1;SMAD3;HLA-B;ADCY2;ADCY8;HLA-E;TGFBR2;MAPK10;PPP3CA;KAT2B;DLG1;B2M;CREB5
KEGG_2019_Human	Selenocompound metabolism	1/17	7.196570e-01	9.999950e-01	0	0	8.048177e-01	2.647694e-01	PAPSS2
KEGG_2019_Human	Cellular senescence	10/160	7.241844e-01	9.999950e-01	0	0	8.576287e-01	2.767647e-01	PPP3CA;MAP2K1;SMAD3;HLA-B;ITPR2;CACNA1D;HLA-E;ZFP36L1;TGFBR2;HIPK2
KEGG_2019_Human	Primary immunodeficiency	2/37	7.568119e-01	9.999950e-01	0	0	7.355902e-01	2.049653e-01	PTPRC;BLNK
KEGG_2019_Human	Thyroid cancer	2/37	7.568119e-01	9.999950e-01	0	0	7.355902e-01	2.049653e-01	MAP2K1;LEF1
KEGG_2019_Human	Glycosaminoglycan degradation	1/19	7.586317e-01	9.999950e-01	0	0	7.153164e-01	1.975982e-01	HPSE2
KEGG_2019_Human	Pantothenate and CoA biosynthesis	1/19	7.586317e-01	9.999950e-01	0	0	7.153164e-01	1.975982e-01	DPYD
KEGG_2019_Human	Pathogenic Escherichia coli infection	3/55	7.676702e-01	9.999950e-01	0	0	7.424976e-01	1.963127e-01	TUBA1B;ROCK2;PRKCA
KEGG_2019_Human	Allograft rejection	2/38	7.698308e-01	9.999950e-01	0	0	7.151185e-01	1.870639e-01	HLA-B;HLA-E
KEGG_2019_Human	Pyruvate metabolism	2/39	7.822377e-01	9.999950e-01	0	0	6.957534e-01	1.708747e-01	ME1;ACSS1
KEGG_2019_Human	TGF-beta signaling pathway	5/90	7.856078e-01	9.999950e-01	0	0	7.567590e-01	1.826041e-01	ACVR1C;SMAD3;BMPR1B;LTBP1;TGFBR2
KEGG_2019_Human	Pyrimidine metabolism	3/57	7.883944e-01	9.999950e-01	0	0	7.149204e-01	1.699772e-01	ENTPD1;ENTPD3;DPYD
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	11/186	7.922933e-01	9.999950e-01	0	0	8.080879e-01	1.881420e-01	LYN;MAPK10;PPP3CA;MAP2K1;GNG2;SYK;GNG4;HLA-B;GNB4;ITPR2;HLA-E
KEGG_2019_Human	Th1 and Th2 cell differentiation	5/92	8.013718e-01	9.999950e-01	0	0	7.392822e-01	1.636994e-01	MAPK10;PPP3CA;MAF;MAML2;MAML3
KEGG_2019_Human	Graft-versus-host disease	2/41	8.052979e-01	9.999950e-01	0	0	6.600025e-01	1.429189e-01	HLA-B;HLA-E
KEGG_2019_Human	Chronic myeloid leukemia	4/76	8.065914e-01	9.999950e-01	0	0	7.147220e-01	1.536210e-01	MAP2K1;SMAD3;RUNX1;TGFBR2
KEGG_2019_Human	TNF signaling pathway	6/110	8.128210e-01	9.999950e-01	0	0	7.419593e-01	1.537669e-01	MAPK10;MAP2K1;RPS6KA5;CFLAR;MAP3K5;CREB5
KEGG_2019_Human	Apoptosis	8/143	8.168760e-01	9.999950e-01	0	0	7.618929e-01	1.541065e-01	MAPK10;MAP2K1;TUBA1B;BCL2;ITPR2;CFLAR;PTPN13;MAP3K5
KEGG_2019_Human	Mannose type O-glycan biosynthesis	1/23	8.210873e-01	9.999950e-01	0	0	5.851326e-01	1.153447e-01	FUT9
KEGG_2019_Human	Huntington disease	11/193	8.291288e-01	9.999950e-01	0	0	7.767117e-01	1.455400e-01	GRM5;HIP1;PLCB4;GNAQ;DNAH14;DNAH6;PLCB1;PPARGC1A;GRIN2B;DNAI1;CREB5
KEGG_2019_Human	Toxoplasmosis	6/113	8.322561e-01	9.999950e-01	0	0	7.210394e-01	1.323937e-01	GNAO1;MAPK10;LAMA2;BCL2;LAMB1;HSPA1A
KEGG_2019_Human	Vitamin digestion and absorption	1/24	8.339927e-01	9.999950e-01	0	0	5.596618e-01	1.015957e-01	FOLH1
KEGG_2019_Human	Hematopoietic cell lineage	5/97	8.367740e-01	9.999950e-01	0	0	6.989146e-01	1.245475e-01	CSF1R;FLT3;ITGA1;KIT;CD36
KEGG_2019_Human	Tuberculosis	10/179	8.382991e-01	9.999950e-01	0	0	7.604233e-01	1.341237e-01	MAPK10;PPP3CA;CD74;CAMK2D;SYK;LAMP2;CAMK2A;BCL2;CAMK2G;MALT1
KEGG_2019_Human	Hepatitis B	9/163	8.384424e-01	9.999950e-01	0	0	7.511291e-01	1.323560e-01	MAPK10;MAP2K1;SMAD3;PRKCB;BCL2;PTK2B;PRKCA;TGFBR2;CREB5
KEGG_2019_Human	Basal cell carcinoma	3/63	8.415096e-01	9.999950e-01	0	0	6.432197e-01	1.109926e-01	HHIP;LEF1;GLI3
KEGG_2019_Human	Inflammatory bowel disease (IBD)	3/65	8.564519e-01	9.999950e-01	0	0	6.224034e-01	9.644583e-02	MAF;SMAD3;RORA
KEGG_2019_Human	Folate biosynthesis	1/26	8.570796e-01	9.999950e-01	0	0	5.148333e-01	7.939991e-02	QDPR
KEGG_2019_Human	Thermogenesis	13/231	8.571319e-01	9.999950e-01	0	0	7.659169e-01	1.180764e-01	PRKAG2;ADCY2;ADCY8;SMARCA2;CNR1;RPS6KA2;GNAS;PRKG2;PPARGC1A;PRKG1;MAP3K5;FGFR1;CREB5
KEGG_2019_Human	Sphingolipid metabolism	2/47	8.619404e-01	9.999950e-01	0	0	5.718168e-01	8.495434e-02	UGT8;B4GALT6
KEGG_2019_Human	Hepatocellular carcinoma	9/168	8.623562e-01	9.999950e-01	0	0	7.273111e-01	1.077052e-01	MAP2K1;SMAD3;PRKCB;LEF1;GAB1;PRKCA;SMARCA2;EGFR;TGFBR2
KEGG_2019_Human	Collecting duct acid secretion	1/27	8.673903e-01	9.999950e-01	0	0	4.950053e-01	7.042255e-02	CA2
KEGG_2019_Human	Insulin signaling pathway	7/137	8.718258e-01	9.999950e-01	0	0	6.920019e-01	9.491888e-02	MAPK10;MAP2K1;PRKAR2B;PDE3B;PRKAG2;SORBS1;PPARGC1A
KEGG_2019_Human	C-type lectin receptor signaling pathway	5/104	8.774783e-01	9.999950e-01	0	0	6.492502e-01	8.485898e-02	MAPK10;PPP3CA;SYK;ITPR2;MALT1
KEGG_2019_Human	Fluid shear stress and atherosclerosis	7/139	8.809058e-01	9.999950e-01	0	0	6.814431e-01	8.641013e-02	MEF2A;MAPK10;MEF2C;BCL2;BMPR1B;PTK2;MAP3K5
KEGG_2019_Human	Cholesterol metabolism	2/50	8.842033e-01	9.999950e-01	0	0	5.359914e-01	6.596355e-02	CD36;APOE
KEGG_2019_Human	Vibrio cholerae infection	2/50	8.842033e-01	9.999950e-01	0	0	5.359914e-01	6.596355e-02	GNAS;PRKCA
KEGG_2019_Human	Nicotinate and nicotinamide metabolism	1/30	8.940725e-01	9.999950e-01	0	0	4.437261e-01	4.968329e-02	NMNAT3
KEGG_2019_Human	Pentose phosphate pathway	1/30	8.940725e-01	9.999950e-01	0	0	4.437261e-01	4.968329e-02	PFKP
KEGG_2019_Human	Galactose metabolism	1/31	9.017159e-01	9.999950e-01	0	0	4.289120e-01	4.437342e-02	PFKP
KEGG_2019_Human	Autoimmune thyroid disease	2/53	9.031005e-01	9.999950e-01	0	0	5.043808e-01	5.140723e-02	HLA-B;HLA-E
KEGG_2019_Human	Autophagy	6/128	9.063558e-01	9.999950e-01	0	0	6.318730e-01	6.212787e-02	MAPK10;MAP2K1;DAPK1;LAMP2;BCL2;CFLAR
KEGG_2019_Human	Propanoate metabolism	1/32	9.088082e-01	9.999950e-01	0	0	4.150538e-01	3.968796e-02	ACSS1
KEGG_2019_Human	Fructose and mannose metabolism	1/33	9.153889e-01	9.999950e-01	0	0	4.020616e-01	3.554476e-02	PFKP
